Skip to feedback
Index of /data/realtime2/
[ICO]	Name	Last modified	Size	Description
[TXT]	46053.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46053.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46053.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46053.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46053.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46053.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46053.txt	2025-06-10 20:20	604K	Standard Meteorological Data
[TXT]	46054.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46054.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46054.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46054.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46054.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46054.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46054.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46054.txt	2025-06-10 20:20	603K	Standard Meteorological Data
[TXT]	46059.data_spec	2025-06-10 20:15	618K	Raw Spectral Wave Data
[TXT]	46059.spec	2025-06-10 20:10	65K	Spectral Wave Summary Data
[TXT]	46059.supl	2025-06-10 20:20	132K	Supplemental Measurements Data
[TXT]	46059.swdir	2025-06-10 20:15	593K	Spectral Wave Data (alpha1)
[TXT]	46059.swdir2	2025-06-10 20:15	595K	Spectral Wave Data (alpha2)
[TXT]	46059.swr1	2025-06-10 20:15	585K	Spectral Wave Data (r1)
[TXT]	46059.swr2	2025-06-10 20:15	585K	Spectral Wave Data (r2)
[TXT]	46059.txt	2025-06-10 20:20	259K	Standard Meteorological Data
[TXT]	46060.cwind	2025-06-10 20:10	257K	Continuous Winds Data
[TXT]	46060.data_spec	2025-06-10 20:10	712K	Raw Spectral Wave Data
[TXT]	46060.spec	2025-06-10 20:05	75K	Spectral Wave Summary Data
[TXT]	46060.supl	2025-06-10 20:10	52K	Supplemental Measurements Data
[TXT]	46060.swdir	2025-06-10 20:10	659K	Spectral Wave Data (alpha1)
[TXT]	46060.swdir2	2025-06-10 20:10	656K	Spectral Wave Data (alpha2)
[TXT]	46060.swr1	2025-06-10 20:10	632K	Spectral Wave Data (r1)
[TXT]	46060.swr2	2025-06-10 20:10	632K	Spectral Wave Data (r2)
[TXT]	46060.txt	2025-06-10 20:10	101K	Standard Meteorological Data
[TXT]	46069.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46069.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46069.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46069.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46069.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46069.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46069.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46069.txt	2025-06-10 20:20	602K	Standard Meteorological Data
[TXT]	46071.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46071.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46071.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46071.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46071.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46071.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46071.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46071.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	46072.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46072.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46072.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46072.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46072.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46072.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46072.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46072.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	46073.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46073.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46073.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46073.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46073.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46073.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46073.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46073.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	46076.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46076.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46076.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46076.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46076.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46076.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46076.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46076.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	46077.cwind	2025-06-10 20:10	257K	Continuous Winds Data
[TXT]	46077.data_spec	2025-06-10 20:10	716K	Raw Spectral Wave Data
[TXT]	46077.spec	2025-06-10 20:05	75K	Spectral Wave Summary Data
[TXT]	46077.supl	2025-06-10 20:10	52K	Supplemental Measurements Data
[TXT]	46077.swdir	2025-06-10 20:10	690K	Spectral Wave Data (alpha1)
[TXT]	46077.swdir2	2025-06-10 20:10	689K	Spectral Wave Data (alpha2)
[TXT]	46077.swr1	2025-06-10 20:10	674K	Spectral Wave Data (r1)
[TXT]	46077.swr2	2025-06-10 20:10	674K	Spectral Wave Data (r2)
[TXT]	46077.txt	2025-06-10 20:10	101K	Standard Meteorological Data
[TXT]	46078.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46078.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46078.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46078.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46078.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46078.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46078.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46078.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	46080.data_spec	2025-06-10 20:20	1.4M	Raw Spectral Wave Data
[TXT]	46080.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46080.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46080.swdir	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha1)
[TXT]	46080.swdir2	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha2)
[TXT]	46080.swr1	2025-06-10 20:20	1.3M	Spectral Wave Data (r1)
[TXT]	46080.swr2	2025-06-10 20:20	1.3M	Spectral Wave Data (r2)
[TXT]	46080.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	46081.cwind	2025-06-10 20:10	258K	Continuous Winds Data
[TXT]	46081.data_spec	2025-06-10 20:10	684K	Raw Spectral Wave Data
[TXT]	46081.spec	2025-06-10 20:05	72K	Spectral Wave Summary Data
[TXT]	46081.supl	2025-06-10 20:10	52K	Supplemental Measurements Data
[TXT]	46081.swdir	2025-06-10 02:10	183K	Spectral Wave Data (alpha1)
[TXT]	46081.swdir2	2025-06-10 02:10	183K	Spectral Wave Data (alpha2)
[TXT]	46081.swr1	2025-06-10 02:10	184K	Spectral Wave Data (r1)
[TXT]	46081.swr2	2025-06-10 02:10	184K	Spectral Wave Data (r2)
[TXT]	46081.txt	2025-06-10 20:10	101K	Standard Meteorological Data
[TXT]	46083.data_spec	2025-06-10 20:15	29K	Raw Spectral Wave Data
[TXT]	46083.spec	2025-06-10 20:10	3.1K	Spectral Wave Summary Data
[TXT]	46083.supl	2025-06-10 20:20	6.6K	Supplemental Measurements Data
[TXT]	46083.swdir	2025-06-10 20:15	29K	Spectral Wave Data (alpha1)
[TXT]	46083.swdir2	2025-06-10 20:15	29K	Spectral Wave Data (alpha2)
[TXT]	46083.swr1	2025-06-10 20:15	27K	Spectral Wave Data (r1)
[TXT]	46083.swr2	2025-06-10 20:15	27K	Spectral Wave Data (r2)
[TXT]	46083.txt	2025-06-10 20:20	13K	Standard Meteorological Data
[TXT]	46084.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46084.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46084.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46084.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46084.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46084.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46084.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46084.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	46085.data_spec	2025-06-10 20:15	121K	Raw Spectral Wave Data
[TXT]	46085.spec	2025-06-10 20:10	13K	Spectral Wave Summary Data
[TXT]	46085.supl	2025-06-10 20:20	26K	Supplemental Measurements Data
[TXT]	46085.swdir	2025-06-10 20:15	120K	Spectral Wave Data (alpha1)
[TXT]	46085.swdir2	2025-06-10 20:15	119K	Spectral Wave Data (alpha2)
[TXT]	46085.swr1	2025-06-10 20:15	115K	Spectral Wave Data (r1)
[TXT]	46085.swr2	2025-06-10 20:15	115K	Spectral Wave Data (r2)
[TXT]	46085.txt	2025-06-10 20:20	51K	Standard Meteorological Data
[TXT]	46086.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46086.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	46086.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46086.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46086.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46086.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46086.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46086.txt	2025-06-10 20:20	599K	Standard Meteorological Data
[TXT]	46087.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46087.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46087.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46087.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46087.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46087.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46087.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46087.txt	2025-06-10 20:20	603K	Standard Meteorological Data
[TXT]	46088.adcp	2025-06-10 20:25	226K	Acoustic Doppler Current Profiler Data
[TXT]	46088.data_spec	2025-06-10 19:40	1.4M	Raw Spectral Wave Data
[TXT]	46088.spec	2025-06-10 19:40	150K	Spectral Wave Summary Data
[TXT]	46088.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46088.swdir	2025-06-10 19:40	893K	Spectral Wave Data (alpha1)
[TXT]	46088.swdir2	2025-06-10 19:40	892K	Spectral Wave Data (alpha2)
[TXT]	46088.swr1	2025-06-10 19:40	865K	Spectral Wave Data (r1)
[TXT]	46088.swr2	2025-06-10 19:40	865K	Spectral Wave Data (r2)
[TXT]	46088.txt	2025-06-10 20:20	603K	Standard Meteorological Data
[TXT]	46089.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46089.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46089.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46089.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46089.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46089.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46089.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46089.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	46092.txt	2025-06-10 19:40	100K	Standard Meteorological Data
[TXT]	46097.ocean	2025-06-10 19:50	522K	Oceanographic Data
[TXT]	46097.spec	2025-06-10 19:50	75K	Spectral Wave Summary Data
[TXT]	46097.srad	2025-06-10 19:50	245K	Solar Radiation Data
[TXT]	46097.txt	2025-06-10 19:55	604K	Standard Meteorological Data
[TXT]	46098.ocean	2025-06-10 20:20	159K	Oceanographic Data
[TXT]	46098.spec	2025-06-10 20:20	21K	Spectral Wave Summary Data
[TXT]	46098.srad	2025-06-10 20:20	75K	Solar Radiation Data
[TXT]	46098.txt	2025-06-10 20:20	174K	Standard Meteorological Data
[TXT]	46099.ocean	2025-06-10 20:25	508K	Oceanographic Data
[TXT]	46099.spec	2025-06-10 20:25	72K	Spectral Wave Summary Data
[TXT]	46099.srad	2025-06-10 20:25	239K	Solar Radiation Data
[TXT]	46099.txt	2025-06-10 20:25	587K	Standard Meteorological Data
[TXT]	46100.ocean	2025-06-10 20:25	495K	Oceanographic Data
[TXT]	46100.spec	2025-06-10 20:25	70K	Spectral Wave Summary Data
[TXT]	46100.srad	2025-06-10 20:25	232K	Solar Radiation Data
[TXT]	46100.txt	2025-06-10 20:25	573K	Standard Meteorological Data
[TXT]	46108.adcp	2025-06-10 20:20	72K	Acoustic Doppler Current Profiler Data
[TXT]	46108.data_spec	2025-06-10 20:20	1.4M	Raw Spectral Wave Data
[TXT]	46108.spec	2025-06-10 20:20	147K	Spectral Wave Summary Data
[TXT]	46108.swdir	2025-06-10 20:20	1.2M	Spectral Wave Data (alpha1)
[TXT]	46108.swdir2	2025-06-10 20:20	1.2M	Spectral Wave Data (alpha2)
[TXT]	46108.swr1	2025-06-10 20:20	1.2M	Spectral Wave Data (r1)
[TXT]	46108.swr2	2025-06-10 20:20	1.2M	Spectral Wave Data (r2)
[TXT]	46108.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	46116.ocean	2025-06-01 11:20	67K	Oceanographic Data
[TXT]	46120.txt	2025-06-10 19:45	134K	Standard Meteorological Data
[TXT]	46122.txt	2025-05-22 19:45	409K	Standard Meteorological Data
[TXT]	46123.txt	2025-06-10 19:45	581K	Standard Meteorological Data
[TXT]	46131.txt	2025-06-10 20:10	2.0K	Standard Meteorological Data
[TXT]	46132.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46145.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46146.txt	2025-06-10 20:10	2.4K	Standard Meteorological Data
[TXT]	46147.txt	2025-06-10 20:25	2.5K	Standard Meteorological Data
[TXT]	46181.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46183.txt	2025-06-06 14:10	2.5K	Standard Meteorological Data
[TXT]	46185.txt	2025-06-10 20:25	2.5K	Standard Meteorological Data
[TXT]	46204.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46205.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46206.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46207.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46208.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	46211.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46211.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46211.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46211.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46211.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46211.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46211.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46213.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46213.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46213.swdir	2025-06-10 20:10	967K	Spectral Wave Data (alpha1)
[TXT]	46213.swdir2	2025-06-10 20:10	963K	Spectral Wave Data (alpha2)
[TXT]	46213.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46213.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46213.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46214.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46214.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46214.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46214.swdir2	2025-06-10 20:10	970K	Spectral Wave Data (alpha2)
[TXT]	46214.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46214.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46214.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46215.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46215.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46215.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46215.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46215.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46215.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46215.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46218.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46218.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46218.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46218.swdir2	2025-06-10 20:10	971K	Spectral Wave Data (alpha2)
[TXT]	46218.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46218.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46218.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46219.data_spec	2025-06-10 20:20	1.0M	Raw Spectral Wave Data
[TXT]	46219.spec	2025-06-10 20:20	150K	Spectral Wave Summary Data
[TXT]	46219.swdir	2025-06-10 20:20	1.0M	Spectral Wave Data (alpha1)
[TXT]	46219.swdir2	2025-06-10 20:20	1.0M	Spectral Wave Data (alpha2)
[TXT]	46219.swr1	2025-06-10 20:20	913K	Spectral Wave Data (r1)
[TXT]	46219.swr2	2025-06-10 20:20	913K	Spectral Wave Data (r2)
[TXT]	46219.txt	2025-06-10 20:25	200K	Standard Meteorological Data
[TXT]	46221.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46221.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46221.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46221.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46221.swr1	2025-06-10 20:10	911K	Spectral Wave Data (r1)
[TXT]	46221.swr2	2025-06-10 20:10	911K	Spectral Wave Data (r2)
[TXT]	46221.txt	2025-06-10 20:10	201K	Standard Meteorological Data
[TXT]	46222.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46222.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46222.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46222.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46222.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46222.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46222.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46224.data_spec	2025-06-10 20:05	1.0M	Raw Spectral Wave Data
[TXT]	46224.spec	2025-06-10 20:05	150K	Spectral Wave Summary Data
[TXT]	46224.swdir	2025-06-10 20:05	1.0M	Spectral Wave Data (alpha1)
[TXT]	46224.swdir2	2025-06-10 20:05	1.0M	Spectral Wave Data (alpha2)
[TXT]	46224.swr1	2025-06-10 20:05	913K	Spectral Wave Data (r1)
[TXT]	46224.swr2	2025-06-10 20:05	913K	Spectral Wave Data (r2)
[TXT]	46224.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46225.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46225.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46225.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46225.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46225.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46225.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46225.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46229.data_spec	2025-06-10 20:20	1.4M	Raw Spectral Wave Data
[TXT]	46229.spec	2025-06-10 20:15	149K	Spectral Wave Summary Data
[TXT]	46229.swdir	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha1)
[TXT]	46229.swdir2	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha2)
[TXT]	46229.swr1	2025-06-10 20:20	1.3M	Spectral Wave Data (r1)
[TXT]	46229.swr2	2025-06-10 20:20	1.3M	Spectral Wave Data (r2)
[TXT]	46229.txt	2025-06-10 20:20	200K	Standard Meteorological Data
[TXT]	46232.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46232.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46232.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46232.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46232.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46232.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46232.txt	2025-06-10 20:10	201K	Standard Meteorological Data
[TXT]	46235.adcp	2025-06-10 20:20	67K	Acoustic Doppler Current Profiler Data
[TXT]	46235.data_spec	2025-06-10 20:20	1.5M	Raw Spectral Wave Data
[TXT]	46235.spec	2025-06-10 20:20	150K	Spectral Wave Summary Data
[TXT]	46235.swdir	2025-06-10 20:20	1.5M	Spectral Wave Data (alpha1)
[TXT]	46235.swdir2	2025-06-10 20:20	1.5M	Spectral Wave Data (alpha2)
[TXT]	46235.swr1	2025-06-10 20:20	1.4M	Spectral Wave Data (r1)
[TXT]	46235.swr2	2025-06-10 20:20	1.4M	Spectral Wave Data (r2)
[TXT]	46235.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	46236.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46236.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46236.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46236.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46236.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46236.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46236.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46237.adcp	2025-06-10 19:55	71K	Acoustic Doppler Current Profiler Data
[TXT]	46237.data_spec	2025-06-10 20:25	1.5M	Raw Spectral Wave Data
[TXT]	46237.spec	2025-06-10 20:25	150K	Spectral Wave Summary Data
[TXT]	46237.swdir	2025-06-10 20:25	1.5M	Spectral Wave Data (alpha1)
[TXT]	46237.swdir2	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha2)
[TXT]	46237.swr1	2025-06-10 20:25	1.3M	Spectral Wave Data (r1)
[TXT]	46237.swr2	2025-06-10 20:25	1.3M	Spectral Wave Data (r2)
[TXT]	46237.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	46239.adcp	2025-06-10 19:55	56K	Acoustic Doppler Current Profiler Data
[TXT]	46239.data_spec	2025-06-10 19:55	1.5M	Raw Spectral Wave Data
[TXT]	46239.spec	2025-06-10 19:55	150K	Spectral Wave Summary Data
[TXT]	46239.swdir	2025-06-10 19:55	1.4M	Spectral Wave Data (alpha1)
[TXT]	46239.swdir2	2025-06-10 19:55	1.4M	Spectral Wave Data (alpha2)
[TXT]	46239.swr1	2025-06-10 19:55	1.3M	Spectral Wave Data (r1)
[TXT]	46239.swr2	2025-06-10 19:55	1.3M	Spectral Wave Data (r2)
[TXT]	46239.txt	2025-06-10 19:55	201K	Standard Meteorological Data
[TXT]	46240.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46240.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46240.swdir	2025-06-10 20:10	971K	Spectral Wave Data (alpha1)
[TXT]	46240.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46240.swr1	2025-06-10 20:10	914K	Spectral Wave Data (r1)
[TXT]	46240.swr2	2025-06-10 20:10	914K	Spectral Wave Data (r2)
[TXT]	46240.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46243.data_spec	2025-06-10 20:10	1.0M	Raw Spectral Wave Data
[TXT]	46243.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46243.swdir	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha1)
[TXT]	46243.swdir2	2025-06-10 20:10	1.0M	Spectral Wave Data (alpha2)
[TXT]	46243.swr1	2025-06-10 20:10	913K	Spectral Wave Data (r1)
[TXT]	46243.swr2	2025-06-10 20:10	913K	Spectral Wave Data (r2)
[TXT]	46243.txt	2025-06-10 20:10	202K	Standard Meteorological Data
[TXT]	46244.adcp	2025-06-10 20:20	67K	Acoustic Doppler Current Profiler Data
[TXT]	46244.data_spec	2025-06-10 20:20	1.5M	Raw Spectral Wave Data
[TXT]	46244.spec	2025-06-10 20:25	149K	Spectral Wave Summary Data
[TXT]	46244.swdir	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha1)
